carat,x,y,z,price,labcol,labcut,labclar
2.07,8.09,7.99,5.11,13993,5,1,2
0.8,6.0,6.03,3.66,3251,1,2,3
0.76,5.81,5.86,3.66,2533,2,4,2
0.61,5.46,5.4,3.34,2306,0,3,4
0.73,5.67,5.62,3.63,2435,2,1,2
1.5,7.24,7.29,4.54,6987,6,4,2
0.23,3.94,3.96,2.42,472,1,4,6
1.05,6.66,6.58,3.93,3593,6,3,5
0.52,5.28,5.3,3.1,1244,2,4,2
0.48,4.87,4.92,3.15,991,6,1,2
1.54,7.41,7.31,4.53,6278,5,3,3
1.21,6.79,6.71,4.22,6505,0,3,3
0.41,4.73,4.75,2.96,801,2,4,2
0.53,5.15,5.11,3.25,1636,0,4,2
1.05,6.45,6.49,4.08,7826,1,1,4
1.6,7.55,7.58,4.62,13140,2,2,2
0.9,6.06,6.1,3.85,3644,5,1,4
2.02,8.23,8.2,4.82,14795,4,4,3
1.51,7.68,7.57,4.27,8794,3,0,5
0.7,5.61,5.56,3.51,2367,4,3,4
0.78,5.88,5.91,3.65,2365,6,2,4
1.35,7.16,7.11,4.32,6093,4,3,5
1.21,6.76,6.83,4.24,13630,0,4,7
0.73,5.81,5.78,3.61,2321,3,2,2
0.42,4.78,4.75,3.02,926,2,4,2
0.51,5.09,5.14,3.19,1652,3,2,4
1.07,6.58,6.55,4.05,4686,6,2,5
0.9,6.13,6.16,3.87,4707,1,4,5
0.51,5.08,5.05,3.23,1662,1,1,5
1.21,6.67,6.72,4.24,3726,1,1,0
0.4,4.73,4.77,2.93,770,5,2,5
0.52,5.18,5.2,3.18,1121,2,2,3
0.31,4.34,4.38,2.69,901,2,2,1
1.01,6.37,6.42,3.99,4399,1,3,2
0.57,5.31,5.29,3.28,1949,1,2,5
1.06,6.59,6.51,4.05,7788,1,2,5
2.07,8.21,8.16,4.97,18611,2,3,3
0.37,4.67,4.71,2.8,533,4,2,2
1.24,6.85,6.9,4.22,6503,2,2,3
0.71,5.67,5.7,3.53,2742,4,2,6
0.72,5.76,5.8,3.54,3352,3,2,7
1.01,6.45,6.4,3.96,4497,2,3,3
0.34,4.48,4.52,2.78,825,2,4,7
0.71,5.8,5.85,3.47,2954,1,4,5
0.52,5.17,5.19,3.23,1911,3,2,7
1.03,6.41,6.4,4.02,4603,4,3,2
1.31,7.03,6.98,4.32,4548,4,3,3
0.75,5.86,5.83,3.57,2814,1,3,2
1.13,6.78,6.71,4.05,4518,3,3,3
0.33,4.46,4.44,2.75,1021,2,2,6
0.42,4.82,4.84,2.95,1179,3,2,6
1.01,6.43,6.39,4.03,5543,0,3,2
0.71,5.66,5.6,3.5,2040,2,3,3
0.75,5.78,5.81,3.61,2702,1,1,3
0.3,4.35,4.37,2.66,552,0,2,2
1.51,7.16,7.09,4.42,7610,1,3,3
1.01,6.32,6.29,4.03,5147,0,1,2
1.03,6.45,6.46,4.07,10615,2,2,1
0.73,5.81,5.94,3.51,2246,5,3,5
0.41,4.74,4.68,3.01,969,2,1,2
0.5,5.12,5.16,3.16,1317,5,4,4
0.3,4.27,4.34,2.67,581,4,4,7
0.41,4.7,4.75,2.97,827,3,4,5
0.75,5.81,5.85,3.62,3170,1,2,2
0.93,6.37,6.42,3.81,4700,1,2,2
1.01,6.49,6.47,3.91,4638,4,3,3
1.63,7.57,7.54,4.72,9730,3,3,3
0.59,5.4,5.43,3.36,1300,5,2,5
1.51,7.25,7.28,4.56,11166,4,4,5
0.9,6.11,6.14,3.91,3061,6,4,2
1.05,6.63,6.69,3.95,5952,0,4,2
0.7,5.69,5.74,3.5,2184,4,2,2
0.9,6.14,6.19,3.82,3445,3,4,3
1.51,7.41,7.43,4.5,8916,1,4,3
1.52,7.32,7.37,4.58,11033,5,2,6
1.05,6.48,6.41,4.08,5614,4,4,5
1.39,7.18,7.14,4.44,8874,3,3,5
0.3,4.24,4.29,2.66,658,1,4,5
0.71,5.71,5.77,3.55,3461,2,4,6
1.56,7.39,7.42,4.6,10481,5,2,7
0.7,5.71,5.76,3.46,2991,0,2,5
0.72,5.75,5.84,3.55,2401,1,2,3
0.26,4.0,4.04,2.55,554,1,4,6
0.33,4.46,4.49,2.77,873,1,2,5
0.9,6.1,6.15,3.82,4320,3,4,2
0.36,4.57,4.6,2.84,741,3,4,4
0.83,5.95,5.96,3.75,3207,2,4,2
1.2,6.76,6.81,4.22,9373,3,2,7
1.24,6.93,6.89,4.25,10138,2,2,4
2.04,8.3,8.26,4.97,15308,5,2,2
0.26,4.18,4.22,2.5,452,2,3,4
1.53,7.29,7.35,4.65,11303,1,1,2
0.9,6.09,6.12,3.78,4013,2,1,3
0.41,4.77,4.73,2.96,1356,2,2,6
1.74,7.88,7.82,4.7,6821,2,3,0
0.8,5.99,6.04,3.71,3630,1,2,2
2.22,8.54,8.46,5.03,13553,2,3,3
0.52,5.18,5.2,3.18,1712,1,2,5
1.7,7.65,7.57,4.75,17360,2,2,5
0.49,5.05,5.1,3.14,2199,1,2,7
1.33,7.06,7.1,4.36,7526,5,2,2
0.7,5.76,5.91,3.45,2278,2,4,2
0.76,5.88,5.86,3.62,2404,4,2,3
1.56,7.56,7.52,4.53,11299,2,3,2
0.71,5.65,5.68,3.6,2456,5,4,6
1.01,6.38,6.3,3.97,4872,3,3,2
1.52,7.41,7.49,4.53,12596,3,4,5
0.7,5.67,5.72,3.55,2930,1,2,4
1.0,6.23,6.27,4.05,5013,0,1,2
0.53,5.21,5.25,3.22,1263,5,2,4
1.13,6.83,6.78,4.04,4040,1,3,3
0.31,4.29,4.35,2.69,489,5,3,4
0.8,6.02,6.07,3.57,2953,4,4,5
0.31,4.29,4.31,2.73,571,0,1,2
2.03,8.09,8.17,5.01,15930,4,3,3
2.02,7.77,7.72,5.27,6346,3,0,0
0.56,5.32,5.35,3.25,1963,0,2,5
0.74,5.86,5.89,3.59,3177,0,2,5
0.74,5.8,5.76,3.61,2702,2,2,2
0.54,5.26,5.23,3.25,2041,1,2,4
0.7,5.77,5.8,3.53,2480,3,2,2
0.3,4.31,4.34,2.7,742,1,2,7
1.18,6.73,6.76,4.2,4838,5,2,3
0.42,4.87,4.89,2.97,971,3,2,3
0.63,5.52,5.56,3.42,1628,3,2,2
0.34,4.44,4.5,2.74,626,0,2,2
0.31,4.38,4.35,2.68,804,1,2,4
0.36,4.57,4.6,2.82,505,4,2,2
0.97,6.41,6.32,3.87,2538,6,0,3
1.0,6.36,6.4,3.87,5197,2,3,2
1.6,7.6,7.68,4.57,11170,5,4,6
1.4,7.35,7.3,4.34,7702,5,4,5
0.56,5.31,5.29,3.22,1814,0,3,2
0.4,4.72,4.75,2.96,792,3,2,5
0.98,6.61,6.48,3.89,2046,4,3,0
0.33,4.36,4.39,2.78,416,4,1,3
1.24,6.85,6.89,4.24,8073,1,4,2
0.41,4.77,4.76,2.96,1336,3,2,1
0.5,5.04,5.11,3.17,1665,1,4,4
1.29,7.01,6.97,4.26,10530,2,3,4
1.56,7.46,7.41,4.59,7904,6,3,5
0.95,6.31,6.36,3.9,4738,1,4,2
1.23,6.78,6.72,4.31,5510,4,2,3
0.72,5.73,5.67,3.61,2074,5,4,2
1.0,6.24,6.21,4.14,3965,0,0,3
0.34,4.5,4.56,2.72,730,0,4,5
0.5,5.07,5.12,3.09,1104,1,4,3
2.01,7.92,7.88,5.06,10184,5,1,2
0.75,5.78,5.73,3.63,2782,0,4,3
1.9,7.57,7.52,5.06,8576,4,0,3
0.73,5.8,5.83,3.58,3595,3,2,5
0.5,5.18,5.17,3.1,1593,1,3,2
1.11,6.65,6.62,4.12,7608,3,2,5
0.32,4.41,4.44,2.75,918,3,2,1
0.7,5.69,5.66,3.55,2837,1,3,4
1.23,6.93,6.96,4.23,4661,2,4,3
0.32,4.43,4.39,2.74,972,0,2,5
0.7,5.53,5.48,3.64,1814,5,0,5
0.5,5.19,5.22,3.09,1436,2,4,5
0.39,4.65,4.69,2.91,958,2,2,4
2.03,8.06,8.12,5.02,12716,6,2,3
0.4,4.7,4.72,2.94,1250,1,2,4
2.51,8.84,8.79,5.25,17452,6,3,2
1.22,6.96,7.01,4.2,9954,3,2,5
0.71,5.65,5.67,3.62,2630,3,4,4
1.01,6.48,6.45,3.97,4680,4,2,2
0.71,5.77,5.79,3.53,2612,0,2,3
0.3,4.29,4.33,2.64,425,4,2,2
0.78,5.81,5.85,3.72,2759,3,4,3
1.55,7.39,7.42,4.56,7733,6,3,4
0.34,4.58,4.52,2.7,727,2,3,2
1.09,6.56,6.59,4.11,6546,3,4,4
0.7,5.66,5.71,3.53,2079,5,2,3
0.5,5.13,5.15,3.11,1838,3,2,7
1.0,6.49,6.53,3.84,6875,1,4,5
0.54,5.28,5.3,3.22,1762,4,2,4
0.3,4.32,4.36,2.63,710,0,3,5
2.01,7.84,7.77,4.94,10772,4,4,3
0.75,5.83,5.8,3.62,2898,0,2,2
0.72,5.79,5.81,3.56,2998,4,2,4
0.34,4.45,4.48,2.8,626,0,2,2
1.01,6.48,6.44,3.88,4270,3,3,3
0.7,5.7,5.75,3.46,2453,1,4,3
0.9,6.12,6.09,3.89,3669,3,1,2
0.34,4.54,4.56,2.75,459,5,4,2
0.33,4.42,4.45,2.71,492,3,4,2
1.05,6.58,6.47,4.02,2378,3,3,0
1.51,7.36,7.35,4.43,7553,6,3,5
1.01,6.45,6.49,4.0,7014,2,2,5
2.04,8.1,8.03,5.08,18115,4,3,2
0.31,4.37,4.35,2.68,988,1,3,6
0.31,4.33,4.28,2.75,593,0,1,3
1.1,6.65,6.63,4.11,4250,4,2,3
0.78,5.92,5.94,3.68,3159,1,2,5
2.28,8.37,8.41,5.25,16592,6,2,4
0.83,6.0,6.02,3.73,3010,2,2,2
0.3,4.25,4.3,2.66,447,0,4,3
0.52,5.14,5.19,3.22,1822,0,2,5
1.02,6.31,6.26,4.06,7960,2,0,6
0.51,5.17,5.22,3.17,1354,4,2,2
1.0,6.28,6.25,4.09,5833,2,0,4
0.3,4.33,4.29,2.64,540,4,3,2
0.43,4.94,5.0,2.9,555,1,4,0
0.33,4.6,4.62,2.64,574,1,1,5
0.72,5.77,5.8,3.57,2383,3,2,5
0.4,4.66,4.69,2.99,1044,4,4,1
0.37,4.63,4.66,2.85,936,4,2,1
0.7,5.65,5.7,3.55,3247,3,2,6
1.22,7.02,6.96,4.15,6504,5,3,4
0.23,3.98,4.02,2.43,402,1,4,5
0.4,4.69,4.64,2.97,720,4,1,3
1.13,6.58,6.61,4.18,3127,3,1,0
1.57,7.55,7.53,4.61,12432,2,2,2
1.51,7.2,7.28,4.58,12756,3,1,5
0.73,5.74,5.79,3.58,3342,3,2,4
1.0,6.36,6.4,4.02,7145,1,4,2
1.2,6.78,6.74,4.22,6167,5,4,4
0.31,4.36,4.4,2.68,789,4,2,1
1.21,6.75,6.84,4.27,15497,2,2,1
0.29,4.26,4.3,2.63,563,2,4,6
1.04,6.49,6.45,4.06,7738,3,2,6
0.77,6.02,6.06,3.5,2371,1,1,3
1.54,7.22,7.18,4.74,10954,2,0,2
1.01,6.58,6.65,3.91,6196,2,4,5
0.71,5.77,5.81,3.49,2590,1,2,2
0.8,5.87,5.92,3.73,3116,2,1,4
0.32,4.4,4.36,2.71,756,0,2,2
1.51,7.27,7.3,4.58,11153,3,4,2
0.32,4.49,4.44,2.69,720,4,2,4
0.3,4.29,4.26,2.67,911,0,3,5
0.71,5.69,5.75,3.54,1932,6,2,4
1.14,6.69,6.66,4.15,5650,3,2,2
0.38,4.66,4.65,2.83,983,3,3,5
1.57,7.57,7.63,4.48,12697,0,4,2
1.52,7.34,7.37,4.59,10767,1,3,2
1.03,6.53,6.46,3.96,5579,4,3,5
1.01,6.27,6.32,4.1,4468,0,1,3
0.4,4.76,4.78,2.96,597,2,2,3
0.75,5.82,5.85,3.62,3120,1,2,5
1.01,6.34,6.3,4.01,5226,1,4,2
0.52,5.15,5.11,3.23,1429,1,2,2
0.57,5.33,5.38,3.3,1851,1,2,5
1.01,6.51,6.43,3.94,2323,5,4,2
1.46,7.06,7.12,4.53,11851,1,1,5
1.01,6.52,6.49,3.95,7792,2,2,4
0.52,5.19,5.24,3.13,1600,0,2,2
1.73,7.95,7.91,4.6,13365,2,3,2
0.52,5.17,5.22,3.21,1844,1,2,4
1.0,6.18,6.13,4.07,3472,4,0,3
0.3,4.31,4.33,2.63,450,4,2,2
0.35,4.54,4.56,2.82,614,4,2,4
0.91,6.2,6.14,3.65,3881,4,3,4
0.74,5.83,5.86,3.57,2947,5,2,4
0.32,4.37,4.41,2.75,561,5,2,7
0.7,5.63,5.58,3.48,2339,0,3,2
1.72,7.77,7.79,4.74,10477,6,4,5
0.32,4.41,4.38,2.69,720,3,3,5
0.57,5.33,5.36,3.3,1554,4,2,4
1.14,6.75,6.81,4.16,8346,3,2,4
0.43,4.82,4.86,2.98,807,0,2,2
1.18,6.74,6.77,4.23,8411,3,4,5
0.33,4.47,4.5,2.74,838,3,2,6
0.33,4.46,4.5,2.72,761,2,2,7
0.76,5.69,5.64,3.64,2326,5,1,2
0.71,5.67,5.72,3.55,2360,5,2,5
0.56,5.31,5.36,3.23,1723,0,2,2
0.31,4.36,4.38,2.71,914,2,2,1
0.56,5.29,5.33,3.22,1622,5,3,6
0.38,4.64,4.67,2.85,688,3,2,2
1.2,6.74,6.71,4.28,11182,2,1,6
0.68,5.67,5.65,3.51,2224,1,3,2
0.93,6.19,6.27,3.91,3988,4,2,2
1.33,6.99,6.88,4.4,5586,4,4,3
1.22,6.95,6.91,4.21,5160,6,4,5
1.26,6.94,6.99,4.27,7230,3,2,2
1.16,6.83,6.78,4.18,9432,2,2,5
1.06,6.49,6.54,4.04,9625,0,2,4
1.37,7.09,7.14,4.4,7939,5,4,4
0.61,5.44,5.52,3.34,1303,2,3,3
0.51,5.17,5.21,3.19,1175,3,2,2
0.51,5.1,5.06,3.18,2341,2,3,6
0.54,5.21,5.25,3.24,1057,5,2,2
0.41,4.79,4.74,2.98,969,1,2,2
0.9,6.18,6.13,3.81,3669,3,3,2
1.55,7.51,7.47,4.55,11567,4,3,5
1.52,7.3,7.32,4.59,12648,4,4,7
0.32,4.41,4.36,2.75,936,4,3,6
2.01,8.08,8.14,4.97,18705,3,3,3
1.01,6.45,6.51,3.96,7037,2,4,5
0.34,4.5,4.53,2.76,1174,2,2,6
0.34,4.51,4.47,2.78,1033,1,2,4
0.7,5.77,5.74,3.45,2142,4,2,3
0.32,4.42,4.46,2.73,592,4,2,4
1.01,6.42,6.39,3.96,9711,1,3,7
0.42,4.73,4.75,2.95,737,3,4,2
1.19,6.98,7.02,4.03,5825,2,1,2
0.5,5.09,5.11,3.16,1449,3,2,5
1.35,7.13,7.1,4.37,5969,6,2,5
1.23,6.72,6.78,4.31,5412,4,1,3
0.7,5.62,5.65,3.5,2767,4,1,7
1.63,7.54,7.57,4.72,9556,3,4,3
0.72,5.71,5.74,3.57,2939,1,2,3
0.57,5.35,5.4,3.22,1689,2,3,4
1.02,6.46,6.47,3.98,4291,3,4,3
0.51,5.11,5.07,3.25,1443,1,1,2
0.7,5.68,5.74,3.55,3585,1,2,7
0.7,5.66,5.68,3.49,2109,2,1,3
1.33,7.15,7.06,4.46,6405,4,3,3
0.78,5.88,5.92,3.61,2652,5,2,5
0.39,4.72,4.7,2.89,1024,0,3,5
0.71,5.74,5.8,3.55,2594,4,2,7
1.57,7.51,7.4,4.65,8221,6,2,2
0.33,4.46,4.43,2.76,854,3,2,4
0.4,4.64,4.66,2.95,1164,1,4,6
2.0,7.72,7.69,4.95,11988,6,1,2
1.0,6.45,6.37,3.94,4788,4,3,2
0.4,4.77,4.8,2.91,772,0,3,2
2.01,8.04,8.1,5.0,17024,1,4,3
0.72,5.79,5.82,3.49,1788,6,4,3
0.36,4.56,4.59,2.81,631,1,2,2
1.0,6.5,6.46,3.88,8602,2,3,7
0.52,5.17,5.22,3.2,1958,3,2,7
0.51,5.26,5.29,3.06,1831,0,1,5
0.34,4.5,4.47,2.77,765,1,3,2
0.36,4.59,4.63,2.81,852,0,2,5
1.23,6.85,6.95,4.26,4876,2,3,3
0.23,3.96,3.94,2.42,531,3,3,6
0.34,4.53,4.51,2.73,956,2,3,4
0.56,5.33,5.37,3.24,1963,0,2,5
0.35,4.62,4.57,2.74,709,4,3,5
1.25,6.92,6.96,4.19,7246,4,3,5
0.23,3.94,3.98,2.44,536,3,2,1
0.26,4.05,4.1,2.62,532,0,1,6
1.62,7.45,7.51,4.67,9604,5,2,5
1.01,6.28,6.34,3.99,5654,0,4,2
0.7,5.89,5.85,3.39,2239,1,1,3
0.35,4.51,4.53,2.77,910,3,2,1
0.4,4.76,4.74,2.98,1050,2,2,4
1.01,6.44,6.36,4.07,3665,6,1,2
0.71,5.7,5.76,3.57,2104,3,4,2
0.31,4.37,4.32,2.72,802,4,2,7
0.72,5.71,5.66,3.51,2685,3,3,4
1.52,7.56,7.45,4.41,8366,0,3,3
0.36,4.61,4.54,2.82,770,2,3,2
1.7,7.62,7.51,4.78,5998,2,4,0
1.14,6.6,6.67,4.14,4875,3,4,3
0.41,4.8,4.78,2.98,1582,0,2,6
0.38,4.73,4.69,2.86,1069,1,3,4
0.7,5.53,5.49,3.63,2167,2,0,2
0.7,5.69,5.63,3.49,2838,2,3,5
0.34,4.4,4.44,2.79,596,4,1,4
0.28,4.24,4.31,2.55,688,1,4,1
0.34,4.46,4.48,2.76,1163,1,2,1
0.7,5.71,5.75,3.56,2952,1,2,5
0.55,5.3,5.34,3.18,1596,1,2,5
0.3,4.35,4.38,2.64,743,3,4,1
1.05,6.58,6.61,4.04,5842,2,2,2
1.22,6.82,6.87,4.26,8583,3,3,4
0.7,5.62,5.66,3.58,2889,1,4,5
1.56,7.53,7.49,4.59,8518,1,2,3
1.3,6.97,6.9,4.37,4455,3,3,3
0.72,5.73,5.69,3.51,2646,2,3,5
1.1,6.66,6.61,4.07,5673,4,3,4
0.71,5.66,5.7,3.56,3041,2,2,4
0.42,4.79,4.82,3.01,1289,3,2,1
0.5,5.15,5.21,3.13,1892,1,2,5
0.7,5.59,5.67,3.55,2390,5,1,4
0.8,5.88,5.92,3.69,2862,0,4,3
0.6,5.41,5.45,3.36,2094,3,4,4
1.27,7.07,7.15,4.21,7176,4,4,5
1.02,6.45,6.4,3.95,5346,3,3,5
1.0,6.4,6.44,3.86,4679,2,1,2
0.33,4.49,4.45,2.68,740,2,3,5
1.12,6.68,6.66,4.11,4720,2,2,3
0.83,6.02,6.05,3.75,4989,3,2,4
1.12,6.63,6.67,4.11,9138,2,2,5
1.01,6.26,6.16,4.01,6366,2,0,4
0.5,4.98,5.03,3.18,997,2,1,3
0.3,4.31,4.29,2.69,540,5,2,5
0.71,5.74,5.69,3.52,3504,3,2,7
0.31,4.35,4.38,2.7,891,3,2,1
0.5,5.14,5.16,3.06,1354,3,3,5
0.5,4.93,4.97,3.23,1339,2,1,5
0.71,5.72,5.77,3.55,3332,1,2,4
0.6,5.34,5.36,3.41,2010,0,4,5
0.79,5.93,5.9,3.74,2348,4,4,3
0.32,4.5,4.47,2.67,612,0,2,3
0.31,4.34,4.38,2.7,462,3,4,2
0.32,4.35,4.38,2.78,589,0,1,2
0.3,4.3,4.32,2.67,612,2,2,4
0.36,4.62,4.67,2.81,664,3,2,5
0.4,4.7,4.67,2.98,945,2,1,2
0.54,5.29,5.26,3.2,2274,3,2,4
1.02,6.33,6.22,4.1,3787,3,0,3
0.7,5.76,5.81,3.5,2947,4,2,6
0.37,4.56,4.54,2.83,957,4,3,7
1.5,7.29,7.22,4.46,7182,1,3,3
0.73,5.75,5.8,3.6,3370,1,2,4
2.25,8.52,8.42,0.0,15397,5,3,2
0.3,4.3,4.26,2.65,844,2,3,4
0.51,5.25,5.28,3.11,1632,3,2,4
0.52,5.22,5.19,3.23,1617,1,2,5
1.65,7.55,7.62,4.7,12686,4,4,4
0.3,4.29,4.27,2.64,675,1,3,2
0.43,4.93,4.89,2.94,1129,2,3,4
2.1,8.35,8.25,4.94,16506,2,0,3
0.63,5.5,5.47,3.43,6607,0,2,1
2.0,8.15,8.2,4.88,15312,4,4,3
0.9,6.1,6.14,3.77,3878,4,4,5
1.09,6.73,6.7,4.02,10111,1,3,7
0.3,4.3,4.34,2.68,743,1,2,7
2.01,8.14,8.05,5.01,17403,4,2,2
1.7,7.8,7.77,4.68,12209,5,2,4
0.7,5.65,5.72,3.48,2513,5,4,6
0.7,5.7,5.74,3.45,2930,1,3,4
0.9,5.97,6.03,3.86,3114,4,1,3
0.38,4.62,4.66,2.88,1073,1,2,7
0.3,4.27,4.24,2.66,675,4,2,4
1.0,6.57,6.59,3.8,6552,2,1,4
1.04,6.55,6.51,3.99,5067,1,2,3
1.01,6.41,6.36,3.99,3563,6,3,3
1.01,6.32,6.36,4.05,11923,0,4,6
1.24,6.89,6.87,4.28,9333,2,2,4
1.05,6.49,6.43,4.05,5468,4,3,5
0.71,5.65,5.69,3.59,2306,5,1,4
0.51,5.09,5.14,3.14,1284,1,4,2
0.38,4.71,4.74,2.83,1008,1,2,7
0.52,5.17,5.2,3.19,1625,4,2,6
1.24,6.9,6.83,4.27,7222,4,3,4
0.28,4.2,4.23,2.65,525,4,4,6
0.38,4.65,4.7,2.88,924,1,2,4
1.24,6.94,6.88,4.3,8298,2,2,5
0.7,5.59,5.51,3.54,2083,4,1,5
0.36,4.59,4.61,2.85,783,4,2,6
0.38,4.62,4.66,2.87,833,3,3,4
0.72,5.92,5.8,3.55,3226,2,2,5
0.7,5.68,5.71,3.42,2857,1,1,7
1.08,6.66,6.6,4.07,5141,4,2,3
0.31,4.38,4.41,2.72,789,3,2,6
0.33,4.47,4.5,2.73,850,1,2,4
1.01,6.39,6.36,3.99,8081,2,4,4
1.5,7.31,7.21,4.51,6458,4,3,3
1.21,6.73,6.67,4.27,6025,3,1,4
1.01,6.28,6.35,3.92,6998,0,1,5
0.3,4.24,4.28,2.68,447,3,4,2
0.3,4.29,4.34,2.64,670,0,2,5
0.26,4.07,4.09,2.55,486,4,4,7
2.01,8.01,8.05,4.96,13323,5,4,3
0.32,4.4,4.38,2.76,706,0,2,2
0.3,4.27,4.31,2.72,789,3,1,6
0.4,4.78,4.8,2.86,982,3,3,7
1.0,6.33,6.39,4.0,5544,3,1,5
1.01,6.44,6.39,3.96,4330,1,3,2
0.42,4.82,4.88,2.93,791,5,4,4
0.31,4.37,4.36,2.64,942,1,3,4
0.36,4.61,4.64,2.84,571,3,2,2
1.26,6.95,6.9,4.34,5038,6,3,3
1.01,6.49,6.52,3.95,6932,3,3,4
1.51,7.31,7.21,4.57,9647,1,3,2
0.43,4.86,4.89,3.02,954,3,2,7
0.52,5.27,5.34,3.12,1276,1,4,2
1.0,6.41,6.34,4.07,3584,4,1,3
1.15,6.8,6.77,4.09,6517,1,2,2
0.46,4.97,5.01,3.08,1987,3,2,1
1.1,6.59,6.63,4.09,7528,3,2,4
1.65,7.55,7.62,4.72,9791,3,4,3
0.3,4.31,4.35,2.65,684,3,3,7
0.24,4.03,4.08,2.48,485,1,4,6
1.26,6.93,6.87,4.29,6664,4,3,2
0.31,4.35,4.38,2.7,914,2,2,1
0.9,6.13,6.15,3.85,4072,4,2,5
0.7,5.73,5.7,3.51,2383,4,2,2
1.2,6.81,6.88,4.22,6619,0,2,3
1.01,6.43,6.4,3.93,4497,2,3,3
0.73,5.85,5.88,3.55,2644,1,2,2
1.55,7.4,7.44,4.58,12951,3,2,2
0.32,4.37,4.41,2.72,561,3,4,5
0.31,4.39,4.41,2.69,766,1,4,7
1.01,6.38,6.41,4.0,7137,3,4,7
0.31,4.34,4.29,2.69,488,6,3,5
0.5,5.06,5.11,3.2,1436,2,4,5
1.01,6.41,6.37,4.03,4513,4,4,2
0.74,5.74,5.72,3.62,3328,3,4,6
0.82,5.87,5.82,3.88,2339,3,0,2
0.31,4.37,4.33,2.74,907,4,3,6
1.07,6.55,6.58,4.05,4602,6,1,5
0.59,5.42,5.33,3.35,1840,4,4,7
1.01,6.36,6.39,3.94,3966,3,4,3
0.95,6.26,6.34,3.89,5111,3,4,4
2.25,8.54,8.5,5.17,11104,5,2,3
0.31,4.38,4.4,2.67,761,4,2,1
1.25,6.95,6.91,4.3,9761,2,2,4
0.51,5.12,5.05,3.22,1662,1,4,5
2.3,8.71,8.56,5.19,7226,3,3,0
1.01,6.42,6.46,3.85,6563,0,4,5
0.31,4.38,4.35,2.7,595,4,2,2
1.15,6.69,6.73,4.16,4405,5,4,3
0.34,4.52,4.48,2.78,765,3,2,5
0.31,4.32,4.3,2.71,802,3,2,4
1.06,6.49,6.53,4.05,4313,5,2,2
0.41,4.77,4.75,2.98,1061,4,3,4
1.18,6.77,6.74,4.22,6112,3,2,2
0.4,4.7,4.74,2.97,666,1,4,3
0.38,4.69,4.71,2.85,744,5,2,6
0.7,5.71,5.68,3.49,2777,1,3,2
1.04,6.52,6.57,3.94,4332,4,4,3
0.9,6.2,6.25,3.72,3632,0,4,3
0.3,4.33,4.35,2.69,764,4,2,1
0.32,4.39,4.42,2.66,393,4,4,3
0.7,5.71,5.74,3.48,2330,4,3,5
0.5,5.19,5.15,3.09,1746,3,3,4
1.51,7.27,7.37,4.47,9343,1,4,3
0.72,5.72,5.66,3.56,1814,6,3,5
1.01,6.42,6.45,3.98,5999,3,2,5
0.91,6.16,6.19,3.88,5033,0,4,2
0.3,4.27,4.3,2.67,605,3,4,4
0.77,5.79,5.83,3.68,2927,4,4,4
1.01,6.45,6.5,3.97,4153,6,4,2
0.34,4.46,4.48,2.76,1133,0,2,6
0.72,5.78,5.74,3.5,2530,2,3,5
0.35,4.56,4.51,2.83,1063,0,2,5
0.32,4.41,4.37,2.69,972,0,2,5
1.19,6.75,6.7,4.21,4745,5,3,3
0.9,6.05,6.01,3.88,2832,6,1,2
0.31,4.39,4.36,2.73,698,3,2,5
0.35,4.52,4.56,2.78,614,1,2,2
0.39,4.64,4.7,2.91,1095,3,2,6
1.25,6.87,6.92,4.37,8901,3,1,4
1.07,6.61,6.64,4.02,6587,0,2,2
0.31,4.32,4.3,2.7,698,3,3,5
0.41,4.8,4.78,2.9,969,1,3,2
1.2,6.84,6.79,4.26,6742,4,2,2
1.2,6.79,6.87,4.21,4659,6,2,3
0.6,5.37,5.41,3.35,1342,5,2,2
0.32,4.38,4.41,2.71,879,1,2,6
1.0,6.39,6.34,3.94,5645,2,3,2
0.31,4.38,4.42,2.63,435,5,3,5
1.51,7.57,7.51,4.47,8135,1,3,3
0.66,5.59,5.65,3.39,2017,2,1,2
0.3,4.29,4.27,2.66,1208,0,3,1
0.26,4.03,4.06,2.59,524,2,1,6
1.63,7.49,7.52,4.69,12174,5,2,7
1.05,6.66,6.7,3.94,11838,1,3,1
0.41,4.75,4.77,2.97,698,3,4,2
1.01,6.36,6.51,3.99,3888,5,4,2
0.41,4.79,4.83,2.92,1079,1,3,4
0.44,4.97,4.91,2.95,1028,1,3,3
0.4,4.73,4.76,2.91,1263,2,2,6
1.91,8.11,8.07,4.93,13367,5,3,2
0.35,4.52,4.57,2.8,767,1,3,5
0.8,5.89,5.85,3.73,3082,2,4,2
0.7,5.69,5.73,3.42,3561,0,1,5
0.47,4.99,5.03,3.09,1136,4,2,5
1.03,6.43,6.38,4.04,3288,4,4,3
0.31,4.35,4.38,2.68,865,1,2,6
0.31,4.41,4.38,2.68,872,1,2,5
0.71,5.69,5.65,3.69,2049,4,0,2
0.41,4.86,4.82,2.92,907,2,3,3
0.31,4.37,4.39,2.68,625,3,3,4
0.7,5.73,5.8,3.51,3300,3,2,4
1.5,7.43,7.5,4.4,11179,1,1,2
0.35,4.58,4.55,2.77,1116,1,3,6
0.51,5.19,5.12,3.19,1818,0,3,5
1.2,6.74,6.64,4.24,4234,6,2,2
